ref_animal,ref_treatment,ref_implantation,ref_marker,ref_tissue,ref_section_number,ref_side,ref_quantification
CISNI06,no,no,IB4,SC,3,contralateral,381.3113
CISNI07,SNI,acute,IB4,SC,1,ipsilateral,958.4655
CISNI07,SNI,acute,IB4,SC,2,ipsilateral,906.9242
CISNI07,no,no,IB4,SC,1,contralateral,1283.7993
CISNI07,no,no,IB4,SC,2,contralateral,908.2407
CIC03,no,acute,IB4,SC,1,ipsilateral,551.3018
CIC03,no,acute,IB4,SC,2,ipsilateral,801.4501
CIC03,no,acute,IB4,SC,3,ipsilateral,462.2098
CIC03,no,acute,IB4,SC,4,ipsilateral,265.0632
CIC03,no,no,IB4,SC,1,contralateral,478.6799
CIC03,no,no,IB4,SC,2,contralateral,661.77
CIC03,no,no,IB4,SC,3,contralateral,542.3414
CIC03,no,no,IB4,SC,4,contralateral,306.1237
CIC04,no,acute,IB4,SC,1,ipsilateral,466.3311
CIC04,no,acute,IB4,SC,2,ipsilateral,351.5678
CIC04,no,acute,IB4,SC,3,ipsilateral,535.2574
CIC04,no,acute,IB4,SC,4,ipsilateral,350.1909
CIC04,no,no,IB4,SC,1,contralateral,455.7504
CIC04,no,no,IB4,SC,2,contralateral,443.383
CIC04,no,no,IB4,SC,3,contralateral,515.3684
CIC04,no,no,IB4,SC,4,contralateral,345.4788
CIC05,no,acute,IB4,SC,1,ipsilateral,882.1664
CIC05,no,acute,IB4,SC,2,ipsilateral,698.0432
CIC05,no,acute,IB4,SC,3,ipsilateral,409.6768
CIC05,no,no,IB4,SC,1,contralateral,812.4103
CIC05,no,no,IB4,SC,2,contralateral,669.3151
CIC05,no,no,IB4,SC,3,contralateral,392.9646
CIC06,no,acute,IB4,SC,1,ipsilateral,107.7243
CIC06,no,no,IB4,SC,1,contralateral,143.0652
CIC07,no,acute,IB4,SC,1,ipsilateral,769.895
CIC07,no,acute,IB4,SC,2,ipsilateral,1094.0141
CIC07,no,acute,IB4,SC,3,ipsilateral,1081.0894
CIC07,no,acute,IB4,SC,4,ipsilateral,942.3045
CIC07,no,no,IB4,SC,1,contralateral,737.92
CIC07,no,no,IB4,SC,2,contralateral,920.8098
CIC07,no,no,IB4,SC,3,contralateral,822.918
CIC07,no,no,IB4,SC,4,contralateral,741.1141
CIC08,no,acute,IB4,SC,1,ipsilateral,683.9668
CIC08,no,acute,IB4,SC,2,ipsilateral,495.5043
CIC08,no,acute,IB4,SC,3,ipsilateral,405.152
CIC08,no,acute,IB4,SC,4,ipsilateral,372.2813
CIC08,no,no,IB4,SC,1,contralateral,808.6121
CIC08,no,no,IB4,SC,2,contralateral,571.9258
CIC08,no,no,IB4,SC,3,contralateral,465.4457
CIC08,no,no,IB4,SC,4,contralateral,479.1131
CCIC01,no,chronic,IB4,SC,1,ipsilateral,1386.918
CCIC01,no,chronic,IB4,SC,2,ipsilateral,1278.56
CCIC01,no,chronic,IB4,SC,3,ipsilateral,1252.0591
CCIC01,no,chronic,IB4,SC,4,ipsilateral,1401.2974
CCIC01,no,no,IB4,SC,1,contralateral,1114.1243
CCIC01,no,no,IB4,SC,2,contralateral,1395.7599
CCIC01,no,no,IB4,SC,3,contralateral,1046.1543
CCIC01,no,no,IB4,SC,4,contralateral,1173.0476
CCIC02,no,chronic,IB4,SC,1,ipsilateral,1310.5001
CCIC02,no,chronic,IB4,SC,2,ipsilateral,768.7661
CCIC02,no,chronic,IB4,SC,3,ipsilateral,1175.9823
CCIC02,no,chronic,IB4,SC,4,ipsilateral,1005.5742
CCIC02,no,no,IB4,SC,1,contralateral,1400.9071
CCIC02,no,no,IB4,SC,2,contralateral,816.186
CCIC02,no,no,IB4,SC,3,contralateral,1089.2008
CCIC02,no,no,IB4,SC,4,contralateral,1005.7527
CCIC03,no,chronic,IB4,SC,1,ipsilateral,1013.3402
CCIC03,no,chronic,IB4,SC,2,ipsilateral,1396.9224
CCIC03,no,chronic,IB4,SC,3,ipsilateral,1229.181
CCIC03,no,chronic,IB4,SC,4,ipsilateral,1337.3105
CCIC03,no,no,IB4,SC,1,contralateral,1011.9113
CCIC03,no,no,IB4,SC,2,contralateral,1288.8107
CCIC03,no,no,IB4,SC,3,contralateral,1142.4289
CCIC03,no,no,IB4,SC,4,contralateral,1347.6471
CCIC04,no,chronic,IB4,SC,1,ipsilateral,1353.1243
CCIC04,no,chronic,IB4,SC,2,ipsilateral,1047.0038
CCIC04,no,chronic,IB4,SC,3,ipsilateral,825.4059
CCIC04,no,chronic,IB4,SC,4,ipsilateral,1043.3511
CCIC04,no,no,IB4,SC,1,contralateral,1410.8468
CCIC04,no,no,IB4,SC,2,contralateral,920.3891
CCIC04,no,no,IB4,SC,3,contralateral,948.1557
CCIC04,no,no,IB4,SC,4,contralateral,866.8788
CCIC05,no,chronic,IB4,SC,1,ipsilateral,1221.9971
CCIC05,no,chronic,IB4,SC,2,ipsilateral,1887.7235
CCIC05,no,chronic,IB4,SC,3,ipsilateral,1478.634
CCIC05,no,chronic,IB4,SC,4,ipsilateral,1182.4805
CCIC05,no,chronic,IB4,SC,5,ipsilateral,1921.642
CCIC05,no,no,IB4,SC,1,contralateral,1320.5004
CCIC05,no,no,IB4,SC,2,contralateral,1515.1903
CCIC05,no,no,IB4,SC,3,contralateral,1772.2059
CCIC05,no,no,IB4,SC,4,contralateral,1151.5979
CCIC05,no,no,IB4,SC,5,contralateral,2361.4634
CCIC06,no,chronic,IB4,SC,1,ipsilateral,725.9565
CCIC06,no,chronic,IB4,SC,2,ipsilateral,1009.5754
CCIC06,no,chronic,IB4,SC,3,ipsilateral,1143.5
CCIC06,no,no,IB4,SC,1,contralateral,973.5539
CCIC06,no,no,IB4,SC,2,contralateral,905.2508
CCIC06,no,no,IB4,SC,3,contralateral,1088.8998
CISNI01,SNI,acute,GFAP,SC,1,ipsilateral,0.026476546
CISNI01,SNI,acute,GFAP,SC,2,ipsilateral,0.024348017
CISNI01,SNI,acute,GFAP,SC,3,ipsilateral,0.02646262
CISNI01,no,no,GFAP,SC,1,contralateral,0.024023511
CISNI01,no,no,GFAP,SC,2,contralateral,0.015922085
CISNI01,no,no,GFAP,SC,3,contralateral,0.025076654
CISNI02,SNI,acute,GFAP,SC,1,ipsilateral,0.027174676
CISNI02,SNI,acute,GFAP,SC,2,ipsilateral,0.015169124
CISNI02,SNI,acute,GFAP,SC,3,ipsilateral,0.021807845
CISNI02,SNI,acute,GFAP,SC,4,ipsilateral,0.021157511
CISNI02,no,no,GFAP,SC,1,contralateral,0.024652156
CISNI02,no,no,GFAP,SC,2,contralateral,0.011848063
CISNI02,no,no,GFAP,SC,3,contralateral,0.017008344
CISNI02,no,no,GFAP,SC,4,contralateral,0.018361591
CISNI03,SNI,acute,GFAP,SC,1,ipsilateral,0.055500944
CISNI03,SNI,acute,GFAP,SC,2,ipsilateral,0.047661269
CISNI03,SNI,acute,GFAP,SC,3,ipsilateral,0.057260817
CISNI03,SNI,acute,GFAP,SC,4,ipsilateral,0.050177605
CISNI03,no,no,GFAP,SC,1,contralateral,0.042432967
CISNI03,no,no,GFAP,SC,2,contralateral,0.040474264
CISNI03,no,no,GFAP,SC,3,contralateral,0.045859537
CISNI03,no,no,GFAP,SC,4,contralateral,0.035853873
CISNI04,SNI,acute,GFAP,SC,1,ipsilateral,0.030065768
CISNI04,SNI,acute,GFAP,SC,2,ipsilateral,0.007175703
CISNI04,SNI,acute,GFAP,SC,3,ipsilateral,0.029650798
CISNI04,SNI,acute,GFAP,SC,4,ipsilateral,0.01626783
CISNI04,no,no,GFAP,SC,1,contralateral,0.028212214
CISNI04,no,no,GFAP,SC,2,contralateral,0.004070657
CISNI04,no,no,GFAP,SC,3,contralateral,0.024077697
CISNI04,no,no,GFAP,SC,4,contralateral,0.015795781
CISNI05,SNI,acute,GFAP,SC,1,ipsilateral,0.036633033
CISNI05,SNI,acute,GFAP,SC,2,ipsilateral,0.049335173
CISNI05,SNI,acute,GFAP,SC,3,ipsilateral,0.023183523
CISNI05,SNI,acute,GFAP,SC,4,ipsilateral,0.022104664
CISNI05,no,no,GFAP,SC,1,contralateral,0.030600316
CISNI05,no,no,GFAP,SC,2,contralateral,0.037213857
CISNI05,no,no,GFAP,SC,3,contralateral,0.019820744
CISNI05,no,no,GFAP,SC,4,contralateral,0.016228415
CISNI06,SNI,acute,GFAP,SC,1,ipsilateral,0.016059095
CISNI06,SNI,acute,GFAP,SC,2,ipsilateral,0.025120282
CISNI06,SNI,acute,GFAP,SC,3,ipsilateral,0.013013763
CISNI06,SNI,acute,GFAP,SC,4,ipsilateral,0.022350231
CISNI06,no,no,GFAP,SC,1,contralateral,0.013533389
CISNI06,no,no,GFAP,SC,2,contralateral,0.020895748
CISNI06,no,no,GFAP,SC,3,contralateral,0.01173864
CISNI06,no,no,GFAP,SC,4,contralateral,0.020209721
CISNI07,SNI,acute,GFAP,SC,1,ipsilateral,0.016239318
CISNI07,SNI,acute,GFAP,SC,2,ipsilateral,0.005797538
CISNI07,SNI,acute,GFAP,SC,3,ipsilateral,0.017670935
CISNI07,SNI,acute,GFAP,SC,4,ipsilateral,0.018868534
CISNI07,no,no,GFAP,SC,1,contralateral,0.01434521
CISNI07,no,no,GFAP,SC,2,contralateral,0.004913998
CISNI07,no,no,GFAP,SC,3,contralateral,0.012515287
CISNI07,no,no,GFAP,SC,4,contralateral,0.013899513
SNI07,SNI,no,GFAP,SC,1,ipsilateral,0.043191655
SNI07,SNI,no,GFAP,SC,2,ipsilateral,0.039494209
SNI07,SNI,no,GFAP,SC,3,ipsilateral,0.034175592
SNI07,SNI,no,GFAP,SC,4,ipsilateral,0.028203072
SNI07,no,no,GFAP,SC,1,contralateral,0.026471524
SNI07,no,no,GFAP,SC,2,contralateral,0.041059271
SNI07,no,no,GFAP,SC,3,contralateral,0.018717448
SNI07,no,no,GFAP,SC,4,contralateral,0.011983026
SNI08,SNI,no,GFAP,SC,1,ipsilateral,0.013279787
SNI08,SNI,no,GFAP,SC,2,ipsilateral,0.035845198
SNI08,SNI,no,GFAP,SC,3,ipsilateral,0.042595591
SNI08,SNI,no,GFAP,SC,4,ipsilateral,0.040165552
SNI08,no,no,GFAP,SC,1,contralateral,0.012197277
SNI08,no,no,GFAP,SC,2,contralateral,0.032712211
SNI08,no,no,GFAP,SC,3,contralateral,0.04312491
SNI08,no,no,GFAP,SC,4,contralateral,0.033180823
SNI09,SNI,no,GFAP,SC,1,ipsilateral,0.054212173
SNI09,SNI,no,GFAP,SC,2,ipsilateral,0.062235751
SNI09,SNI,no,GFAP,SC,3,ipsilateral,0.063598529
SNI09,no,no,GFAP,SC,1,contralateral,0.038258172
SNI09,no,no,GFAP,SC,2,contralateral,0.052929316
SNI09,no,no,GFAP,SC,3,contralateral,0.044901863
SNI10,SNI,no,GFAP,SC,1,ipsilateral,0.027240312
SNI10,SNI,no,GFAP,SC,2,ipsilateral,0.0361216
SNI10,SNI,no,GFAP,SC,3,ipsilateral,0.034258753
SNI10,SNI,no,GFAP,SC,4,ipsilateral,0.037153517
SNI10,no,no,GFAP,SC,1,contralateral,0.024332576
SNI10,no,no,GFAP,SC,2,contralateral,0.027593256
SNI10,no,no,GFAP,SC,3,contralateral,0.029840483
SNI10,no,no,GFAP,SC,4,contralateral,0.027577361
SNI11,SNI,no,GFAP,SC,1,ipsilateral,0.044233053
SNI11,SNI,no,GFAP,SC,2,ipsilateral,0.037104937
SNI11,SNI,no,GFAP,SC,3,ipsilateral,0.024498956
SNI11,SNI,no,GFAP,SC,4,ipsilateral,0.048816644
SNI11,no,no,GFAP,SC,1,contralateral,0.03997119
SNI11,no,no,GFAP,SC,2,contralateral,0.038336266
SNI11,no,no,GFAP,SC,3,contralateral,0.024461662
SNI11,no,no,GFAP,SC,4,contralateral,0.042221429
SNI12,SNI,no,GFAP,SC,1,ipsilateral,0.052265946
SNI12,SNI,no,GFAP,SC,2,ipsilateral,0.052772178
SNI12,SNI,no,GFAP,SC,3,ipsilateral,0.069605859
SNI12,SNI,no,GFAP,SC,4,ipsilateral,0.030025688
SNI12,no,no,GFAP,SC,1,contralateral,0.034459546
SNI12,no,no,GFAP,SC,2,contralateral,0.032700498
SNI12,no,no,GFAP,SC,3,contralateral,0.045077647
SNI12,no,no,GFAP,SC,4,contralateral,0.016016382
SNI13,SNI,no,GFAP,SC,1,ipsilateral,0.037862389
SNI13,SNI,no,GFAP,SC,2,ipsilateral,0.05406951
SNI13,SNI,no,GFAP,SC,3,ipsilateral,0.044533842
SNI13,SNI,no,GFAP,SC,4,ipsilateral,0.054706752
SNI13,no,no,GFAP,SC,1,contralateral,0.026733348
SNI13,no,no,GFAP,SC,2,contralateral,0.035572838
SNI13,no,no,GFAP,SC,3,contralateral,0.034493557
SNI13,no,no,GFAP,SC,4,contralateral,0.040420147
SNI14,SNI,no,GFAP,SC,1,ipsilateral,0.023898133
SNI14,SNI,no,GFAP,SC,2,ipsilateral,0.061641818
SNI14,SNI,no,GFAP,SC,3,ipsilateral,0.057908471
SNI14,SNI,no,GFAP,SC,4,ipsilateral,0.069735344
SNI14,no,no,GFAP,SC,1,contralateral,0.023682234
SNI14,no,no,GFAP,SC,2,contralateral,0.04117139
SNI14,no,no,GFAP,SC,3,contralateral,0.040231072
SNI14,no,no,GFAP,SC,4,contralateral,0.045963181
CFA06,CFA,no,GFAP,SC,1,ipsilateral,0.023357969
CFA06,CFA,no,GFAP,SC,2,ipsilateral,0.02411676
CFA06,CFA,no,GFAP,SC,3,ipsilateral,0.011449644
CFA06,CFA,no,GFAP,SC,4,ipsilateral,0.011822036
CFA06,no,no,GFAP,SC,1,contralateral,0.013600786
CFA06,no,no,GFAP,SC,2,contralateral,0.014120972
CFA06,no,no,GFAP,SC,3,contralateral,0.015824217
CFA06,no,no,GFAP,SC,4,contralateral,0.016597289
CFA07,CFA,no,GFAP,SC,1,ipsilateral,0.02170805
CFA07,CFA,no,GFAP,SC,2,ipsilateral,0.024140624
CFA07,CFA,no,GFAP,SC,3,ipsilateral,0.018327271
CFA07,no,no,GFAP,SC,1,contralateral,0.035253432
CFA07,no,no,GFAP,SC,2,contralateral,0.022004367
CFA07,no,no,GFAP,SC,3,contralateral,0.020988514
CFA09,CFA,no,GFAP,SC,1,ipsilateral,0.00175408
CFA09,CFA,no,GFAP,SC,2,ipsilateral,0.000767732
CFA09,CFA,no,GFAP,SC,3,ipsilateral,0.000886176
CFA09,CFA,no,GFAP,SC,4,ipsilateral,0.001331055
CFA09,no,no,GFAP,SC,1,contralateral,0.001830441
CFA09,no,no,GFAP,SC,2,contralateral,0.002959365
CFA09,no,no,GFAP,SC,3,contralateral,0.001151523
CFA09,no,no,GFAP,SC,4,contralateral,0.001737099
CFA10,CFA,no,GFAP,SC,1,ipsilateral,0.020979101
CFA10,CFA,no,GFAP,SC,2,ipsilateral,0.021496672
CFA10,CFA,no,GFAP,SC,3,ipsilateral,0.025479045
CFA10,CFA,no,GFAP,SC,4,ipsilateral,0.023038123
CFA10,no,no,GFAP,SC,1,contralateral,0.025322849
CFA10,no,no,GFAP,SC,2,contralateral,0.02460003
CFA10,no,no,GFAP,SC,3,contralateral,0.024126773
CFA10,no,no,GFAP,SC,4,contralateral,0.020856573
CFA11,CFA,no,GFAP,SC,1,ipsilateral,0.016618017
CFA11,CFA,no,GFAP,SC,2,ipsilateral,0.016009373
CFA11,CFA,no,GFAP,SC,3,ipsilateral,0.028329139
CFA11,CFA,no,GFAP,SC,4,ipsilateral,0.014636333
CFA11,no,no,GFAP,SC,1,contralateral,0.016266077
CFA11,no,no,GFAP,SC,2,contralateral,0.016276479
CFA11,no,no,GFAP,SC,3,contralateral,0.026882549
CFA11,no,no,GFAP,SC,4,contralateral,0.026286931
CFA12,CFA,no,GFAP,SC,1,ipsilateral,0.028954676
CFA12,CFA,no,GFAP,SC,2,ipsilateral,0.040324062
CFA12,CFA,no,GFAP,SC,3,ipsilateral,0.014349959
CFA12,no,no,GFAP,SC,1,contralateral,0.029820799
CFA12,no,no,GFAP,SC,2,contralateral,0.04248156
CFA12,no,no,GFAP,SC,3,contralateral,0.014632298
CFA13,CFA,no,GFAP,SC,1,ipsilateral,0.028137853
CFA13,CFA,no,GFAP,SC,2,ipsilateral,0.042565384
CFA13,CFA,no,GFAP,SC,3,ipsilateral,0.021796318
CFA13,CFA,no,GFAP,SC,4,ipsilateral,0.029984718
CFA13,no,no,GFAP,SC,1,contralateral,0.036998201
CFA13,no,no,GFAP,SC,2,contralateral,0.048028283
CFA13,no,no,GFAP,SC,3,contralateral,0.026484188
CFA13,no,no,GFAP,SC,4,contralateral,0.028208346
CFA14,CFA,no,GFAP,SC,1,ipsilateral,0.045385389
CFA14,CFA,no,GFAP,SC,2,ipsilateral,0.035453131
CFA14,CFA,no,GFAP,SC,3,ipsilateral,0.036194636
CFA14,no,no,GFAP,SC,1,contralateral,0.037270389
CFA14,no,no,GFAP,SC,2,contralateral,0.040319119
CFA14,no,no,GFAP,SC,3,contralateral,0.043966187
CIC03,no,acute,GFAP,SC,1,ipsilateral,0.018786163
CIC03,no,acute,GFAP,SC,2,ipsilateral,0.026548414
CIC03,no,acute,GFAP,SC,3,ipsilateral,0.024161415
CIC03,no,acute,GFAP,SC,4,ipsilateral,0.018141762
CIC03,no,no,GFAP,SC,1,contralateral,0.019933019
CIC03,no,no,GFAP,SC,2,contralateral,0.025723863
CIC03,no,no,GFAP,SC,3,contralateral,0.024836328
CIC03,no,no,GFAP,SC,4,contralateral,0.019041185
CIC04,no,acute,GFAP,SC,1,ipsilateral,0.003979214
CIC04,no,acute,GFAP,SC,2,ipsilateral,0.032060513
CIC04,no,acute,GFAP,SC,3,ipsilateral,0.042615937
CIC04,no,acute,GFAP,SC,4,ipsilateral,0.016888544
CIC04,no,no,GFAP,SC,1,contralateral,0.002737658
CIC04,no,no,GFAP,SC,2,contralateral,0.028183636
CIC04,no,no,GFAP,SC,3,contralateral,0.022318811
CIC04,no,no,GFAP,SC,4,contralateral,0.013553154
CIC05,no,acute,GFAP,SC,1,ipsilateral,0.029903336
CIC05,no,acute,GFAP,SC,2,ipsilateral,0.031866868
CIC05,no,acute,GFAP,SC,3,ipsilateral,0.038910276
CIC05,no,acute,GFAP,SC,4,ipsilateral,0.020103553
CIC05,no,no,GFAP,SC,1,contralateral,0.030723189
CIC05,no,no,GFAP,SC,2,contralateral,0.029513153
CIC05,no,no,GFAP,SC,3,contralateral,0.046932894
CIC05,no,no,GFAP,SC,4,contralateral,0.020340597
CIC06,no,acute,GFAP,SC,1,ipsilateral,0.027114486
CIC06,no,acute,GFAP,SC,2,ipsilateral,0.016946005
CIC06,no,acute,GFAP,SC,3,ipsilateral,0.034519081
CIC06,no,acute,GFAP,SC,4,ipsilateral,0.046373852
CIC06,no,no,GFAP,SC,1,contralateral,0.032504143
CIC06,no,no,GFAP,SC,2,contralateral,0.036559621
CIC06,no,no,GFAP,SC,3,contralateral,0.03515883
CIC06,no,no,GFAP,SC,4,contralateral,0.032557505
CIC07,no,acute,GFAP,SC,1,ipsilateral,0.014959728
CIC07,no,acute,GFAP,SC,2,ipsilateral,0.043556927
CIC07,no,acute,GFAP,SC,3,ipsilateral,0.03474014
CIC07,no,acute,GFAP,SC,4,ipsilateral,0.058464337
CIC07,no,no,GFAP,SC,1,contralateral,0.008954905
CIC07,no,no,GFAP,SC,2,contralateral,0.044780803
CIC07,no,no,GFAP,SC,3,contralateral,0.029643504
CIC07,no,no,GFAP,SC,4,contralateral,0.052663149
CIC08,no,acute,GFAP,SC,1,ipsilateral,0.006329544
CIC08,no,acute,GFAP,SC,2,ipsilateral,0.014674987
CIC08,no,acute,GFAP,SC,3,ipsilateral,0.023582653
CIC08,no,acute,GFAP,SC,4,ipsilateral,0.010307161
CIC08,no,no,GFAP,SC,1,contralateral,0.006317193
CIC08,no,no,GFAP,SC,2,contralateral,0.014086125
CIC08,no,no,GFAP,SC,3,contralateral,0.025394943
CIC08,no,no,GFAP,SC,4,contralateral,0.008710683
CICFA02,CFA,acute,GFAP,SC,1,ipsilateral,0.039681569
CICFA02,CFA,acute,GFAP,SC,2,ipsilateral,0.031054095
CICFA02,CFA,acute,GFAP,SC,3,ipsilateral,0.044115401
CICFA02,CFA,acute,GFAP,SC,4,ipsilateral,0.028099046
CICFA02,no,no,GFAP,SC,1,contralateral,0.035205151
CICFA02,no,no,GFAP,SC,2,contralateral,0.028581679
CICFA02,no,no,GFAP,SC,3,contralateral,0.043574632
CICFA02,no,no,GFAP,SC,4,contralateral,0.036669681
CICFA03,CFA,acute,GFAP,SC,1,ipsilateral,0.0363687
CICFA03,CFA,acute,GFAP,SC,2,ipsilateral,0.044665489
CICFA03,CFA,acute,GFAP,SC,3,ipsilateral,0.048187099
CICFA03,CFA,acute,GFAP,SC,4,ipsilateral,0.036577747
CICFA03,no,no,GFAP,SC,1,contralateral,0.034021118
CICFA03,no,no,GFAP,SC,2,contralateral,0.043709046
CICFA03,no,no,GFAP,SC,3,contralateral,0.047278234
CICFA03,no,no,GFAP,SC,4,contralateral,0.034244847
CICFA04,CFA,acute,GFAP,SC,1,ipsilateral,0.031920177
CICFA04,CFA,acute,GFAP,SC,2,ipsilateral,0.035441142
CICFA04,CFA,acute,GFAP,SC,3,ipsilateral,0.037665107
CICFA04,CFA,acute,GFAP,SC,4,ipsilateral,0.01926075
CICFA04,no,no,GFAP,SC,1,contralateral,0.027219904
CICFA04,no,no,GFAP,SC,2,contralateral,0.036637973
CICFA04,no,no,GFAP,SC,3,contralateral,0.040193883
CICFA04,no,no,GFAP,SC,4,contralateral,0.022314341
CICFA05,CFA,acute,GFAP,SC,1,ipsilateral,0.059488693
CICFA05,CFA,acute,GFAP,SC,2,ipsilateral,0.056299787
CICFA05,CFA,acute,GFAP,SC,3,ipsilateral,0.065083495
CICFA05,CFA,acute,GFAP,SC,4,ipsilateral,0.059728461
CICFA05,no,no,GFAP,SC,1,contralateral,0.04983834
CICFA05,no,no,GFAP,SC,2,contralateral,0.064682794
CICFA05,no,no,GFAP,SC,3,contralateral,0.066334572
CICFA05,no,no,GFAP,SC,4,contralateral,0.047451163
CICFA06,CFA,acute,GFAP,SC,1,ipsilateral,0.015417549
CICFA06,CFA,acute,GFAP,SC,2,ipsilateral,0.015008853
CICFA06,CFA,acute,GFAP,SC,3,ipsilateral,0.026144631
CICFA06,CFA,acute,GFAP,SC,4,ipsilateral,0.019443933
CICFA06,no,no,GFAP,SC,1,contralateral,0.008204612
CICFA06,no,no,GFAP,SC,2,contralateral,0.015357259
CICFA06,no,no,GFAP,SC,3,contralateral,0.021569497
CICFA06,no,no,GFAP,SC,4,contralateral,0.019620054
CCIC01,no,chronic,GFAP,SC,1,ipsilateral,0.051754855
CCIC01,no,chronic,GFAP,SC,2,ipsilateral,0.082559802
CCIC01,no,chronic,GFAP,SC,3,ipsilateral,0.071210374
CCIC01,no,no,GFAP,SC,1,contralateral,0.06021058
CCIC01,no,no,GFAP,SC,2,contralateral,0.088995284
CCIC01,no,no,GFAP,SC,3,contralateral,0.070824468
CCIC02,no,chronic,GFAP,SC,1,ipsilateral,0.016133746
CCIC02,no,no,GFAP,SC,1,contralateral,0.021683592
CCIC03,no,chronic,GFAP,SC,1,ipsilateral,0.054871626
CCIC03,no,chronic,GFAP,SC,2,ipsilateral,0.070046748
CCIC03,no,chronic,GFAP,SC,3,ipsilateral,0.053659893
CCIC03,no,chronic,GFAP,SC,4,ipsilateral,0.038767847
CCIC03,no,no,GFAP,SC,1,contralateral,0.0542425
CCIC03,no,no,GFAP,SC,2,contralateral,0.068292304
CCIC03,no,no,GFAP,SC,3,contralateral,0.051796842
CCIC03,no,no,GFAP,SC,4,contralateral,0.046188955
CCIC04,no,chronic,GFAP,SC,1,ipsilateral,0.013029011
CCIC04,no,chronic,GFAP,SC,2,ipsilateral,0.050575152
CCIC04,no,chronic,GFAP,SC,3,ipsilateral,0.097975792
CCIC04,no,chronic,GFAP,SC,4,ipsilateral,0.026163039
CCIC04,no,no,GFAP,SC,1,contralateral,0.023573751
CCIC04,no,no,GFAP,SC,2,contralateral,0.057560798
CCIC04,no,no,GFAP,SC,3,contralateral,0.114727825
CCIC04,no,no,GFAP,SC,4,contralateral,0.03510045
CCIC05,no,chronic,GFAP,SC,1,ipsilateral,0.001088477
CCIC05,no,chronic,GFAP,SC,2,ipsilateral,0.0045865
CCIC05,no,chronic,GFAP,SC,3,ipsilateral,0.005053066
CCIC05,no,chronic,GFAP,SC,4,ipsilateral,0.010181396
CCIC05,no,no,GFAP,SC,1,contralateral,0.002258583
CCIC05,no,no,GFAP,SC,2,contralateral,0.004760797
CCIC05,no,no,GFAP,SC,3,contralateral,0.005173546
CCIC05,no,no,GFAP,SC,4,contralateral,0.010157924
CCIC06,no,chronic,GFAP,SC,1,ipsilateral,0.050427551
CCIC06,no,chronic,GFAP,SC,2,ipsilateral,0.035720943
CCIC06,no,chronic,GFAP,SC,3,ipsilateral,0.043319354
CCIC06,no,chronic,GFAP,SC,4,ipsilateral,0.037756179
CCIC06,no,no,GFAP,SC,1,contralateral,0.04661451
CCIC06,no,no,GFAP,SC,2,contralateral,0.033094906
CCIC06,no,no,GFAP,SC,3,contralateral,0.034532149
CCIC06,no,no,GFAP,SC,4,contralateral,0.017518324
CFA06,CFA,no,Iba1,SC,1,ipsilateral,0.02865489
CFA06,CFA,no,Iba1,SC,2,ipsilateral,0.027936573
CFA06,CFA,no,Iba1,SC,3,ipsilateral,0.035152036
CFA06,no,no,Iba1,SC,1,contralateral,0.020794989
CFA06,no,no,Iba1,SC,2,contralateral,0.029862658
CFA06,no,no,Iba1,SC,3,contralateral,0.036106985
CFA07,CFA,no,Iba1,SC,1,ipsilateral,0.036424971
CFA07,CFA,no,Iba1,SC,2,ipsilateral,0.023618175
CFA07,CFA,no,Iba1,SC,3,ipsilateral,0.024215624
CFA07,no,no,Iba1,SC,1,contralateral,0.03486476
CFA07,no,no,Iba1,SC,2,contralateral,0.023410748
CFA07,no,no,Iba1,SC,3,contralateral,0.026419619
CFA09,CFA,no,Iba1,SC,1,ipsilateral,0.024317325
CFA09,CFA,no,Iba1,SC,2,ipsilateral,0.023070753
CFA09,CFA,no,Iba1,SC,3,ipsilateral,0.022009713
CFA09,CFA,no,Iba1,SC,4,ipsilateral,0.017014365
CFA09,no,no,Iba1,SC,1,contralateral,0.021818881
CFA09,no,no,Iba1,SC,2,contralateral,0.022737759
CFA09,no,no,Iba1,SC,3,contralateral,0.021019819
CFA09,no,no,Iba1,SC,4,contralateral,0.01991728
CFA10,CFA,no,Iba1,SC,1,ipsilateral,0.059094695
CFA10,CFA,no,Iba1,SC,2,ipsilateral,0.045151602
CFA10,CFA,no,Iba1,SC,3,ipsilateral,0.041035213
CFA10,no,no,Iba1,SC,1,contralateral,0.067225533
CFA10,no,no,Iba1,SC,2,contralateral,0.040475237
CFA10,no,no,Iba1,SC,3,contralateral,0.053784885
CFA11,CFA,no,Iba1,SC,1,ipsilateral,0.08129592
CFA11,CFA,no,Iba1,SC,2,ipsilateral,0.043958569
CFA11,CFA,no,Iba1,SC,3,ipsilateral,0.041889284
CFA11,CFA,no,Iba1,SC,4,ipsilateral,0.032200877
CFA11,no,no,Iba1,SC,1,contralateral,0.075640053
CFA11,no,no,Iba1,SC,2,contralateral,0.042316297
CFA11,no,no,Iba1,SC,3,contralateral,0.043452972
CFA11,no,no,Iba1,SC,4,contralateral,0.03515313
CFA12,CFA,no,Iba1,SC,1,ipsilateral,0.075588104
CFA12,no,no,Iba1,SC,1,contralateral,0.067695374
CFA13,CFA,no,Iba1,SC,1,ipsilateral,0.041295394
CFA13,CFA,no,Iba1,SC,2,ipsilateral,0.05466365
CFA13,CFA,no,Iba1,SC,3,ipsilateral,0.037003352
